边 : 卖 0 | 迷 1 | 亮 2 | 屋 3 | 盖 4 | 衣 5 | 举 6 | 昌 7 | 房 8 | 患 9 | 癌 10 | 症 11 | 瓜 12 | 伤 13 | 净 14 | 池 15 | 冒 16 | 伸 17 | 征 18 | 腾 19 | 
挑 : 扭 0 | 奔 1 | 仿 2 | 宽 3 | 滑 4 | 慰 5 | 缔 6 | 丈 7 | 偏 8 | 懂 9 | 哲 10 | 羽 11 | 叫 12 | 忧 13 | 昔 14 | 宪 15 | 幸 16 | 牡 17 | 邯 18 | 侦 19 | 

狞 : 逅 0 | 笪 1 | 酚 2 | 靓 3 | 酉 4 | 踉 5 | 亳 6 | 烬 7 | 莒 8 | 榛 9 | 骡 10 | ━ 11 | 颍 12 | 谤 13 | 酗 14 | 戥 15 | 莨 16 | 昱 17 | 柩 18 | 勐 19 | 

盹 : 琏 0 | 碓 1 | 翊 2 | 鳅 3 | 焖 4 | 苕 5 | 奂 6 | 孑 7 | 娲 8 | 晌 9 | 酩 10 | 祢 11 | 躏 12 | 勰 13 | 悌 14 | 橇 15 | 啜 16 | 炀 17 | 怂 18 | 幛 19 | 

词 : 桩 0 | 翰 1 | 茫 2 | 躯 3 | 鹅 4 | 翼 5 | 侦 6 | 揽 7 | 攒 8 | 彦 9 | 仲 10 | 羽 11 | 昂 12 | 巧 13 | 枢 14 | 觅 15 | 忧 16 | 轨 17 | 魁 18 | 衷 19 | 

缩 : 翼 0 | 翰 1 | 鹅 2 | 躯 3 | 睹 4 | 茫 5 | 戚 6 | 衷 7 | 桩 8 | 揽 9 | 耗 10 | 饱 11 | 馈 12 | 觅 13 | 忧 14 | 爸 15 | 彬 16 | 眶 17 | 攒 18 | 冕 19 | 

矫 : 诙 0 | 亵 1 | 赡 2 | 琉 3 | 厮 4 | 侄 5 | 篝 6 | 珀 7 | 蚌 8 | 舅 9 | 侮 10 | 怦 11 | 铱 12 | 涿 13 | 铿 14 | 邬 15 | 氯 16 | 怅 17 | 侗 18 | 沁 19 | 

祁 : 诙 0 | 琉 1 | 侄 2 | 蚌 3 | 亵 4 | 赡 5 | 珀 6 | 厮 7 | 侮 8 | 氯 9 | 沁 10 | 铱 11 | 咆 12 | 侗 13 | 怦 14 | 舅 15 | 铿 16 | 涿 17 | 凛 18 | 刁 19 | 

硬 : 仿 0 | 奔 1 | 宽 2 | 昔 3 | 懂 4 | 缔 5 | 慰 6 | 爸 7 | 幸 8 | 忧 9 | 邯 10 | 滑 11 | 茫 12 | 牡 13 | 叫 14 | 羽 15 | 夕 16 | 琛 17 | 帷 18 | 偏 19 | 

瞪 : 驹 0 | 珀 1 | 氯 2 | 蚌 3 | 侗 4 | 厮 5 | 侮 6 | 铿 7 | 舅 8 | 榴 9 | 琉 10 | 凛 11 | 甬 12 | 帧 13 | 馁 14 | 颐 15 | 赡 16 | 拌 17 | 粱 18 | 咆 19 | 

某 : 宽 0 | 偏 1 | 截 2 | 缔 3 | 宪 4 | 懂 5 | 回 6 | 夏 7 | 昔 8 | 叫 9 | 慰 10 | 参 11 | 哲 12 | 骤 13 | 邀 14 | 阵 15 | 故 16 | 落 17 | 屏 18 | 妥 19 | 

窒 : 妖 0 | 糯 1 | 猕 2 | 佟 3 | 翌 4 | 狡 5 | 峥 6 | 喋 7 | 铧 8 | 蜻 9 | 睬 10 | 胥 11 | 跆 12 | 徨 13 | 妓 14 | 猥 15 | 彷 16 | 耄 17 | 洮 18 | 邕 19 | 

疫 : 馈 0 | 叉 1 | 炳 2 | 揽 3 | 缆 4 | 昂 5 | 啸 6 | 袱 7 | 躯 8 | 玛 9 | 魁 10 | 蕉 11 | 鹅 12 | 睹 13 | 彬 14 | 杼 15 | 枢 16 | 涅 17 | 雯 18 | 歧 19 | 

伶 : 篝 0 | 厮 1 | 邬 2 | 啪 3 | 铱 4 | 窨 5 | 喋 6 | 簌 7 | 镛 8 | 怅 9 | 剽 10 | 跚 11 | 囡 12 | 耄 13 | 峋 14 | 铧 15 | 菏 16 | 怦 17 | 涿 18 | 赡 19 | 

薹 : 啪 0 | 迤 1 | 囡 2 | 簌 3 | 琶 4 | 怅 5 | 娣 6 | 镛 7 | 峋 8 | 奚 9 | 喋 10 | 粱 11 | 捺 12 | 篝 13 | 徨 14 | 跚 15 | 钺 16 | 铄 17 | 屉 18 | 邬 19 | 

皇 : 茶 0 | 磁 1 | 仲 2 | 彬 3 | 羽 4 | 淹 5 | 蓬 6 | 盗 7 | 滑 8 | 灌 9 | 枢 10 | 霍 11 | 玛 12 | 魁 13 | 敖 14 | 巧 15 | 侦 16 | 冶 17 | 鲍 18 | 卒 19 | 

亮 : 茶 0 | 灌 1 | 玛 2 | 昂 3 | 盗 4 | 磁 5 | 圣 6 | 奇 7 | 淹 8 | 袭 9 | 巧 10 | 滑 11 | 彦 12 | 霍 13 | 魁 14 | 瓦 15 | 仲 16 | 蓬 17 | 烽 18 | 杂 19 | 

庄 : 滑 0 | 茶 1 | 丈 2 | 霍 3 | 奔 4 | 牡 5 | 邯 6 | 哲 7 | 芭 8 | 圣 9 | 宪 10 | 侦 11 | 覆 12 | 蓬 13 | 踊 14 | 乔 15 | 稽 16 | 慰 17 | 灌 18 | 宽 19 | 

枰 : 迤 0 | 娣 1 | 镛 2 | 粱 3 | 捺 4 | 峋 5 | 琶 6 | 烷 7 | 狡 8 | 徨 9 | 铿 10 | 钺 11 | 厮 12 | 跚 13 | 阖 14 | 耄 15 | 馁 16 | 怦 17 | 睬 18 | 涿 19 | 

凭 : 懂 0 | 宽 1 | 缔 2 | 截 3 | 琛 4 | 幸 5 | 夕 6 | 帷 7 | 妥 8 | 偏 9 | 骤 10 | 叫 11 | 廖 12 | 乃 13 | 苛 14 | 避 15 | 丈 16 | 浙 17 | 敖 18 | 觅 19 | 

酥 : 涿 0 | 蚂 1 | 怦 2 | 铿 3 | 赡 4 | 耄 5 | 烷 6 | 铱 7 | 菏 8 | 狡 9 | 篑 10 | 娣 11 | 徜 12 | 厮 13 | 阖 14 | 呻 15 | 洮 16 | 殚 17 | 镛 18 | 粱 19 | 

烨 : 睬 0 | 屉 1 | 娣 2 | 徨 3 | 簌 4 | 狡 5 | 淇 6 | 捺 7 | 糯 8 | 镛 9 | 峋 10 | 喋 11 | 迤 12 | 钺 13 | 怅 14 | 窨 15 | 囡 16 | 锏 17 | 胤 18 | 跚 19 | 

兮 : 镛 0 | 囡 1 | 怅 2 | 簌 3 | 迤 4 | 娣 5 | 喋 6 | 粱 7 | 峋 8 | 窨 9 | 奚 10 | 捺 11 | 琶 12 | 狡 13 | 徨 14 | 烷 15 | 邬 16 | 馁 17 | 糯 18 | 钺 19 | 

─ : 胤 0 | 噜 1 | 珲 2 | 浜 3 | 聩 4 | 淇 5 | 莒 6 | 诋 7 | ━ 8 | 徨 9 | 屉 10 | 猕 11 | 俳 12 | 翌 13 | 昶 14 | 佟 15 | 栀 16 | 猥 17 | 摈 18 | 蜻 19 | 

雌 : 糯 0 | 佟 1 | 狡 2 | 猕 3 | 翌 4 | 峥 5 | 喋 6 | 铧 7 | 睬 8 | 徨 9 | 蜻 10 | 胥 11 | 洮 12 | 剽 13 | 跆 14 | 耄 15 | 彷 16 | 簌 17 | 妓 18 | 猥 19 | 

琉 : 狡 0 | 糯 1 | 佟 2 | 猕 3 | 翌 4 | 峥 5 | 喋 6 | 剽 7 | 耄 8 | 蜻 9 | 窨 10 | 睬 11 | 铧 12 | 徨 13 | 胥 14 | 猥 15 | 洮 16 | 彷 17 | 邬 18 | 簌 19 | 

拈 : 徨 0 | 佟 1 | 翌 2 | 猕 3 | 峥 4 | 耄 5 | 捺 6 | 胥 7 | 洮 8 | 跚 9 | 屉 10 | 淇 11 | 阖 12 | 彷 13 | 跆 14 | 噜 15 | 猥 16 | 菏 17 | 珲 18 | 聩 19 | 

肤 : 娅 0 | 璐 1 | 潢 2 | 炳 3 | 馈 4 | 杼 5 | 邃 6 | 甬 7 | 雯 8 | 湃 9 | 滦 10 | 蕉 11 | ─ 12 | 睫 13 | 廿 14 | 浒 15 | 盏 16 | 袤 17 | 烨 18 | 暇 19 | 

劝 : 霓 0 | 镌 1 | 郅 2 | 蔼 3 | 盏 4 | 锲 5 | ─ 6 | 璐 7 | 窒 8 | 娅 9 | 甬 10 | 芭 11 | 铱 12 | 楷 13 | 涿 14 | 怦 15 | 湃 16 | 徜 17 | 蚂 18 | 篑 19 | 

垒 : 冕 0 | 筝 1 | 啸 2 | 馈 3 | 纂 4 | 翰 5 | 媛 6 | 忱 7 | 眶 8 | 躯 9 | 攒 10 | 钊 11 | 畴 12 | 炳 13 | 彦 14 | 魁 15 | 觅 16 | 叉 17 | 彬 18 | 娅 19 | 

戚 : 潢 0 | 馈 1 | 璐 2 | 雯 3 | 甬 4 | 邃 5 | 滦 6 | 蕉 7 | 盏 8 | ─ 9 | 睫 10 | 湃 11 | 浒 12 | 袤 13 | 烨 14 | 暇 15 | 烷 16 | 镌 17 | 睹 18 | 锲 19 | 

吞 : 骆 0 | 聂 1 | 冶 2 | 鲍 3 | 墅 4 | 孵 5 | 皱 6 | 蚊 7 | 谆 8 | 迢 9 | 侦 10 | 梳 11 | 掺 12 | 焉 13 | 颐 14 | 凛 15 | 窘 16 | 钮 17 | 钊 18 | 栩 19 | 

戛 : 糯 0 | 狡 1 | 睬 2 | 徨 3 | 佟 4 | 峥 5 | 猕 6 | 翌 7 | 妓 8 | 珲 9 | 噜 10 | 屉 11 | 淇 12 | 邕 13 | 胤 14 | 簌 15 | 蜻 16 | 锏 17 | 捺 18 | 诋 19 | 

汩 : 睬 0 | 狡 1 | 徨 2 | 淇 3 | 娣 4 | 屉 5 | 佟 6 | 噜 7 | 胤 8 | 峥 9 | 捺 10 | 珲 11 | 聩 12 | 翌 13 | 猕 14 | 胥 15 | 蜻 16 | 跚 17 | 诋 18 | 猥 19 | 

Ｈ : 盏 0 | 暇 1 | 幢 2 | 滦 3 | 锲 4 | 雯 5 | 铢 6 | 蔼 7 | 窒 8 | 怦 9 | 郅 10 | 睹 11 | 徜 12 | 睫 13 | 璐 14 | 殚 15 | 篑 16 | 俨 17 | 绮 18 | 蚂 19 | 

淹 : 璐 0 | 盏 1 | 湃 2 | 暇 3 | 滦 4 | 雯 5 | 邃 6 | 睫 7 | 锲 8 | 蔼 9 | 郅 10 | ─ 11 | 怦 12 | 睹 13 | 蕉 14 | 烷 15 | 袤 16 | 篑 17 | 绮 18 | 窒 19 | 

勐 : 煊 0 | 蚱 1 | 螂 2 | 蔷 3 | 钽 4 | 楔 5 | 龊 6 | 闫 7 | 泫 8 | 撅 9 | 鲷 10 | 谶 11 | 笈 12 | 遑 13 | 忪 14 | 绾 15 | 箢 16 | 诒 17 | 扪 18 | 锗 19 | 

泾 : 钮 0 | 恤 1 | 谆 2 | 颐 3 | 凛 4 | 蚊 5 | 窘 6 | 焉 7 | 皱 8 | 拌 9 | 孵 10 | 氯 11 | 沁 12 | 榻 13 | 帧 14 | 髦 15 | 甬 16 | 栩 17 | 蚌 18 | 侮 19 | 

僚 : 媛 0 | 忱 1 | 纂 2 | 拌 3 | 榻 4 | 娅 5 | 觅 6 | 榴 7 | 钮 8 | 眶 9 | 啸 10 | 髦 11 | 冕 12 | 炜 13 | 陲 14 | 恤 15 | 迢 16 | 谆 17 | 璐 18 | 邃 19 | 

罩 : 媛 0 | 娅 1 | 拌 2 | 钮 3 | 忱 4 | 迢 5 | 擂 6 | 钊 7 | 恤 8 | 榴 9 | 谆 10 | 纂 11 | 陲 12 | 榻 13 | 颐 14 | 璐 15 | 凛 16 | 皱 17 | 蚊 18 | 髦 19 | 

墅 : 攒 0 | 觅 1 | 恤 2 | 榻 3 | 钮 4 | 媛 5 | 谆 6 | 钊 7 | 墅 8 | 拌 9 | 纂 10 | 髦 11 | 忱 12 | 栩 13 | 娅 14 | 迢 15 | 窘 16 | 孵 17 | 蚊 18 | 颐 19 | 

划 : 值 0 | 耗 1 | 楚 2 | 析 3 | 星 4 | 歧 5 | 势 6 | 乏 7 | 幕 8 | 岸 9 | 均 10 | 帜 11 | 彻 12 | 饱 13 | 揽 14 | 袱 15 | 触 16 | 责 17 | 险 18 | 胞 19 | 

闲 : 磁 0 | 彬 1 | 翰 2 | 寺 3 | 魁 4 | 玛 5 | 脉 6 | 昂 7 | 薪 8 | 枢 9 | 斧 10 | 烽 11 | 仲 12 | 翼 13 | 茫 14 | 敖 15 | 躯 16 | 淹 17 | 茶 18 | 彦 19 | 

批 : 耗 0 | 星 1 | 债 2 | 昂 3 | 揽 4 | 轨 5 | 忧 6 | 饱 7 | 彦 8 | 胞 9 | 均 10 | 炳 11 | 楚 12 | 巧 13 | 商 14 | 歧 15 | 衷 16 | 躯 17 | 睹 18 | 宪 19 | 

采 : 课 0 | 宪 1 | 宗 2 | 哲 3 | 欢 4 | 宽 5 | 讲 6 | 稽 7 | 覆 8 | 踊 9 | 柬 10 | 邀 11 | 轨 12 | 菲 13 | 俱 14 | 认 15 | 丈 16 | 忧 17 | 故 18 | 截 19 | 

约 : 星 0 | 夏 1 | 叫 2 | 慰 3 | 饱 4 | 忧 5 | 耗 6 | 衷 7 | 奔 8 | 茫 9 | 鹅 10 | 妈 11 | 躯 12 | 驻 13 | 翰 14 | 羽 15 | 阵 16 | 昂 17 | 睹 18 | 轨 19 | 

萎 : 焉 0 | 孵 1 | 皱 2 | 墅 3 | 颐 4 | 窘 5 | 擂 6 | 诠 7 | 梳 8 | 谆 9 | 栩 10 | 摒 11 | 蚊 12 | 刁 13 | 沁 14 | 凛 15 | 苛 16 | 迢 17 | 恤 18 | 鲍 19 | 

通 : 星 0 | 约 1 | 头 2 | 耗 3 | 饱 4 | 触 5 | 季 6 | 衷 7 | 楚 8 | 幕 9 | 忧 10 | 伐 11 | 请 12 | 树 13 | 夏 14 | 边 15 | 揽 16 | 歧 17 | 富 18 | 阵 19 | 

杼 : 茜 0 | 侃 1 | 凰 2 | 葆 3 | 贼 4 | 骋 5 | 腕 6 | 剔 7 | 诀 8 | 佣 9 | 惶 10 | 溶 11 | 吵 12 | 氮 13 | 铮 14 | 锚 15 | 壑 16 | 贱 17 | 壶 18 | 撬 19 | 

（ : 克 0 | 副 1 | 社 2 | 官 3 | 滨 4 | 博 5 | 拉 6 | 董 7 | 奋 8 | 夫 9 | 汽 10 | 核 11 | 斗 12 | 伊 13 | 顷 14 | 坦 15 | 耶 16 | 伯 17 | 委 18 | 挑 19 | 

着 : 车 0 | 头 1 | 富 2 | 围 3 | 士 4 | 责 5 | 役 6 | 疆 7 | 志 8 | 树 9 | 楚 10 | 售 11 | 昂 12 | 西 13 | 缆 14 | 彻 15 | 测 16 | 彦 17 | 玛 18 | 兵 19 | 

柯 : 浒 0 | 烨 1 | 淇 2 | 郜 3 | 聩 4 | 猥 5 | 愫 6 | 摈 7 | 貂 8 | 昶 9 | 骡 10 | 酗 11 | 酚 12 | 蓦 13 | 姹 14 | 挛 15 | 匍 16 | 圄 17 | 唆 18 | 鲈 19 | 

任 : 民 0 | 责 1 | 险 2 | 胞 3 | 物 4 | 围 5 | 士 6 | 役 7 | 署 8 | 商 9 | 均 10 | 疆 11 | 债 12 | 志 13 | 势 14 | 务 15 | 昂 16 | 测 17 | 易 18 | 任 19 | 

菏 : 沁 0 | 侄 1 | 侮 2 | 蚌 3 | 琉 4 | 颐 5 | 皱 6 | 凛 7 | 氯 8 | 焉 9 | 窘 10 | 赡 11 | 孵 12 | 咆 13 | 谆 14 | 舅 15 | 珀 16 | 梳 17 | 镌 18 | 恤 19 | 

岔 : 锄 0 | 贻 1 | 峭 2 | 哇 3 | 崎 4 | 氨 5 | 斩 6 | 馒 7 | 逗 8 | 榨 9 | 矫 10 | 刨 11 | 孵 12 | 颐 13 | 岔 14 | 澎 15 | 氯 16 | 凛 17 | 宠 18 | 皱 19 | 

咐 : 藉 0 | 衅 1 | 莓 2 | 跤 3 | 炯 4 | 碟 5 | 炜 6 | 剔 7 | 忱 8 | 纂 9 | 廓 10 | 蓓 11 | 殴 12 | 邃 13 | 咐 14 | 麓 15 | 劾 16 | 髦 17 | 匙 18 | 坞 19 | 

邃 : 陲 0 | 榴 1 | 梓 2 | 桓 3 | 驹 4 | 帧 5 | 拌 6 | 馁 7 | 珀 8 | 潢 9 | 甬 10 | 恤 11 | 髦 12 | 氯 13 | 膛 14 | 凛 15 | 粱 16 | 侗 17 | 沁 18 | 湃 19 | 

暖 : 瓜 0 | 冈 1 | 锡 2 | 佩 3 | 朴 4 | 烂 5 | 艇 6 | 症 7 | 梯 8 | 溪 9 | 捕 10 | 炎 11 | 迷 12 | 潭 13 | 杉 14 | 肤 15 | 默 16 | 纱 17 | 颂 18 | 泊 19 | 

软 : 羽 0 | 宪 1 | 奔 2 | 侦 3 | 霍 4 | 蓬 5 | 慰 6 | 缔 7 | 忧 8 | 丈 9 | 盗 10 | 圣 11 | 轨 12 | 稽 13 | 仲 14 | 邯 15 | 淹 16 | 哲 17 | 冶 18 | 鲍 19 | 

军 : 演 0 | 核 1 | 班 2 | 奇 3 | 驻 4 | 亚 5 | 杂 6 | 淹 7 | 任 8 | 昂 9 | 志 10 | 瓦 11 | 圣 12 | 故 13 | 胞 14 | 杯 15 | 围 16 | 慰 17 | 社 18 | 运 19 | 

府 : 绩 0 | 岸 1 | 望 2 | 障 3 | 点 4 | 乏 5 | 幕 6 | 析 7 | 项 8 | 极 9 | 善 10 | 然 11 | 践 12 | 策 13 | 批 14 | 府 15 | 则 16 | 握 17 | 步 18 | 歧 19 | 

季 : 侦 0 | 仲 1 | 翰 2 | 灌 3 | 轨 4 | 盗 5 | 昂 6 | 茫 7 | 彦 8 | 巧 9 | 玛 10 | 冶 11 | 魁 12 | 鹅 13 | 忧 14 | 彬 15 | 毅 16 | 蓬 17 | 饱 18 | 揽 19 | 

点 : 势 0 | 责 1 | 险 2 | 役 3 | 楚 4 | 疆 5 | 测 6 | 士 7 | 帜 8 | 头 9 | 胞 10 | 彻 11 | 染 12 | 围 13 | 均 14 | 歧 15 | 署 16 | 献 17 | 幕 18 | 析 19 | 

付 : 忧 0 | 鹅 1 | 茫 2 | 缔 3 | 爸 4 | 饱 5 | 睹 6 | 夕 7 | 揽 8 | 翰 9 | 愧 10 | 躯 11 | 侦 12 | 轨 13 | 戚 14 | 觅 15 | 骤 16 | 夏 17 | 逢 18 | 铢 19 | 

阀 : 猴 0 | 氨 1 | 锄 2 | 熬 3 | 哇 4 | 拣 5 | 谆 6 | 椰 7 | 骆 8 | 馒 9 | 贻 10 | 恤 11 | 逗 12 | 峙 13 | 峭 14 | 孵 15 | 窘 16 | 朔 17 | 斩 18 | 蠢 19 | 

冀 : 皱 0 | 孵 1 | 谆 2 | 焉 3 | 颐 4 | 窘 5 | 蚊 6 | 栩 7 | 诠 8 | 凛 9 | 苛 10 | 摒 11 | 擂 12 | 迢 13 | 氯 14 | 霓 15 | 盏 16 | 侮 17 | 拌 18 | 蚌 19 | 

劾 : 筝 0 | 冕 1 | 馈 2 | 啸 3 | 叉 4 | 畴 5 | 纂 6 | 翰 7 | 炳 8 | 彬 9 | 魁 10 | 躯 11 | 钊 12 | 彦 13 | 娅 14 | 缆 15 | 涅 16 | 蕉 17 | 枢 18 | 炜 19 | 

淑 : 筝 0 | 冕 1 | 啸 2 | 纂 3 | 畴 4 | 钊 5 | 馈 6 | 翰 7 | 彦 8 | 涅 9 | 魁 10 | 叉 11 | 娅 12 | 炳 13 | 彬 14 | 躯 15 | 炜 16 | 榴 17 | 杼 18 | 邃 19 | 

亘 : 妓 0 | 珲 1 | 噜 2 | 莒 3 | 柩 4 | 邕 5 | 浜 6 | 诋 7 | ━ 8 | 胤 9 | 笪 10 | 腼 11 | 栀 12 | 摈 13 | 狰 14 | 骡 15 | 睬 16 | 亳 17 | 猥 18 | 俳 19 | 

裘 : 偕 0 | 佟 1 | 妖 2 | 糯 3 | 狡 4 | 猕 5 | 濮 6 | 撮 7 | 枇 8 | 翌 9 | 峥 10 | 嶙 11 | 菩 12 | 羹 13 | 镍 14 | 蜻 15 | 妓 16 | 猥 17 | 邕 18 | 轶 19 | 

魁 : 祢 0 | 殍 1 | 鹦 2 | 俎 3 | 豇 4 | 鏊 5 | 锴 6 | 缳 7 | 魇 8 | 艮 9 | 漕 10 | 溆 11 | 鳏 12 | 杲 13 | 渌 14 | 慵 15 | 鼾 16 | 萸 17 | 裟 18 | 笞 19 | 

辐 : 邯 0 | 牡 1 | 昔 2 | 冶 3 | 鲍 4 | 鞠 5 | 苛 6 | 诠 7 | 帷 8 | 皱 9 | 孵 10 | 墅 11 | 窘 12 | 茫 13 | 焉 14 | 霓 15 | 栩 16 | 蚊 17 | 摒 18 | 颐 19 | 

烬 : 楞 0 | 愕 1 | 娑 2 | 锨 3 | 掖 4 | 疹 5 | 霆 6 | 臼 7 | 丐 8 | 葩 9 | 懵 10 | 熹 11 | 鳖 12 | 宓 13 | 箫 14 | 嵘 15 | 阙 16 | 钰 17 | 燮 18 | 珞 19 | 

险 : 险 0 | 测 1 | 染 2 | 务 3 | 献 4 | 责 5 | 疆 6 | 略 7 | 境 8 | 械 9 | 帜 10 | 察 11 | 售 12 | 响 13 | 念 14 | 划 15 | 署 16 | 义 17 | 役 18 | 史 19 | 

峋 : 酉 0 | 笪 1 | 柩 2 | 莒 3 | ━ 4 | 浜 5 | 珲 6 | 酚 7 | 亳 8 | 妓 9 | 噜 10 | 骡 11 | 酗 12 | 靓 13 | 狰 14 | 邕 15 | 栀 16 | 胤 17 | 榛 18 | 诋 19 | 

获 : 奔 0 | 慰 1 | 夏 2 | 叫 3 | 宽 4 | 茫 5 | 缔 6 | 阵 7 | 淹 8 | 爸 9 | 汗 10 | 轨 11 | 妈 12 | 霍 13 | 宪 14 | 圣 15 | 树 16 | 骤 17 | 巧 18 | 振 19 | 

苕 : 邕 0 | 珲 1 | ━ 2 | 诋 3 | 莒 4 | 浜 5 | 噜 6 | 腼 7 | 柩 8 | 笪 9 | 栀 10 | 俳 11 | 胤 12 | 狰 13 | 摈 14 | 猥 15 | 猕 16 | 骡 17 | 亳 18 | 佟 19 | 

屉 : 酊 0 | 铳 1 | 馗 2 | 罘 3 | 嚏 4 | 幔 5 | 鹩 6 | 婕 7 | 枥 8 | 腱 9 | 猗 10 | 倭 11 | 崂 12 | 岙 13 | 诰 14 | 阚 15 | 佞 16 | 鞣 17 | 鳝 18 | 仨 19 | 

烷 : 酊 0 | 铳 1 | 馗 2 | 罘 3 | 嚏 4 | 鹩 5 | 幔 6 | 婕 7 | 猗 8 | 腱 9 | 岙 10 | 诰 11 | 崂 12 | 鞣 13 | 阚 14 | 佞 15 | 鳝 16 | 仨 17 | 塍 18 | 罟 19 | 

漂 : 牡 0 | 鲍 1 | 茫 2 | 冶 3 | 昔 4 | 鞠 5 | 帷 6 | 敖 7 | 苛 8 | 缔 9 | 皱 10 | 诠 11 | 墅 12 | 爸 13 | 蚊 14 | 焉 15 | 孵 16 | 窘 17 | 栩 18 | 谆 19 | 

湘 : 牡 0 | 冶 1 | 鲍 2 | 鞠 3 | 帷 4 | 芭 5 | 茫 6 | 敖 7 | 屏 8 | 蓬 9 | 昔 10 | 踊 11 | 诠 12 | 皱 13 | 苛 14 | 稽 15 | 宪 16 | 蚊 17 | 霓 18 | 焉 19 | 

磁 : 朊 0 | 奂 1 | 悌 2 | 祢 3 | 蛐 4 | 殍 5 | 蜷 6 | 啜 7 | 懑 8 | 锃 9 | 鹦 10 | 鏊 11 | 锴 12 | 幺 13 | 俎 14 | 缳 15 | 豇 16 | 艮 17 | 魇 18 | 漕 19 | 

景 : 洋 0 | 藏 1 | 旨 2 | 径 3 | 耗 4 | 疫 5 | 湾 6 | 裁 7 | 饰 8 | 叹 9 | 谢 10 | 慨 11 | 睛 12 | 疆 13 | 贺 14 | 楚 15 | 憾 16 | 踪 17 | 役 18 | 弟 19 | 

擘 : 拗 0 | 咣 1 | 赅 2 | 笪 3 | 菪 4 | 荥 5 | 龛 6 | 麒 7 | 矾 8 | 畿 9 | 酉 10 | 拈 11 | 靓 12 | 踉 13 | 酚 14 | 亳 15 | 颍 16 | 逅 17 | 蓿 18 | 莒 19 | 

孢 : 钕 0 | 遛 1 | 纰 2 | 阉 3 | 祜 4 | 晌 5 | 夼 6 | 麾 7 | 诏 8 | 琏 9 | 渑 10 | 嗽 11 | 翊 12 | 荚 13 | 碓 14 | 怂 15 | 邗 16 | 唉 17 | 啾 18 | 簪 19 | 

盼 : 蟑 0 | ° 1 | 嗯 2 | 撅 3 | 暌 4 | 忪 5 | 楔 6 | 煊 7 | 螂 8 | 儡 9 | 闫 10 | 蚱 11 | 谶 12 | 泫 13 | 钽 14 | 蔷 15 | 龊 16 | 鲷 17 | 遑 18 | 绾 19 | 

阉 : ° 0 | 暌 1 | 嗯 2 | 儡 3 | 煊 4 | 蚱 5 | 楔 6 | 闫 7 | 蔷 8 | 螂 9 | 钽 10 | 龊 11 | 撅 12 | 泫 13 | 鲷 14 | 笈 15 | 箢 16 | 谶 17 | 遑 18 | 绾 19 | 

琛 : 盗 0 | 蓬 1 | 仲 2 | 玛 3 | 稽 4 | 涅 5 | 彬 6 | 烽 7 | 宪 8 | 楷 9 | 霍 10 | 畴 11 | 卒 12 | 芭 13 | 钊 14 | 乔 15 | 魁 16 | 昂 17 | 敖 18 | ─ 19 | 

烂 : 彦 0 | 昂 1 | 叉 2 | 魁 3 | 缆 4 | 畴 5 | 炳 6 | 馈 7 | 玛 8 | 揽 9 | 仲 10 | 啸 11 | 彬 12 | 钊 13 | 躯 14 | 涅 15 | 纂 16 | 烽 17 | 枢 18 | 巧 19 | 

娜 : 彦 0 | 昂 1 | 缆 2 | 魁 3 | 畴 4 | 玛 5 | 叉 6 | 炳 7 | 彬 8 | 烽 9 | 枢 10 | 巧 11 | 仲 12 | 钊 13 | 涅 14 | 啸 15 | 馈 16 | 躯 17 | 纂 18 | 娅 19 | 

罔 : 泫 0 | 笈 1 | 撅 2 | 忪 3 | 绾 4 | 诒 5 | 讣 6 | 锗 7 | 谶 8 | 遑 9 | 喱 10 | 扪 11 | 铩 12 | 鹚 13 | 轫 14 | 饧 15 | 嵋 16 | 苋 17 | 瑁 18 | 耷 19 | 

芥 : 匍 0 | 鲈 1 | 醚 2 | 葳 3 | 诽 4 | 橇 5 | 嗔 6 | 勰 7 | 躏 8 | 孑 9 | 朊 10 | 恿 11 | 焖 12 | 苕 13 | 奂 14 | 祢 15 | 悌 16 | 幛 17 | 蛐 18 | 殍 19 | 

掮 : 邈 0 | 鲢 1 | 蕤 2 | 擘 3 | 唉 4 | 谤 5 | 崮 6 | 嗽 7 | 诏 8 | 颍 9 | 洇 10 | 茭 11 | 挛 12 | 铣 13 | 躏 14 | 啾 15 | 邗 16 | 翊 17 | 晌 18 | 蓿 19 | 

缠 : 迢 0 | 娅 1 | 拌 2 | 擂 3 | 谆 4 | 蚊 5 | 皱 6 | 墅 7 | 颐 8 | 觅 9 | 焉 10 | 榻 11 | 凛 12 | 孵 13 | 涅 14 | 彬 15 | 璐 16 | 榴 17 | 窘 18 | 氯 19 | 

漕 : 怂 0 | 晌 1 | 颍 2 | 孑 3 | 藁 4 | 茭 5 | 啾 6 | 朊 7 | 崮 8 | 嗔 9 | 翊 10 | 葳 11 | 碓 12 | 躏 13 | 芊 14 | 娲 15 | 祢 16 | 泔 17 | 骁 18 | 谤 19 | 

